name	x	y	z
FP1	-0.1909724473953247	0.19492769241333008	0.9620460867881775
FP2	0.1837928295135498	0.19492769241333008	0.9634435176849365
F8	0.485687255859375	0.12811219692230225	0.8646936416625977
F4	0.2462538480758667	0.09858906269073486	0.9641780257225037
FZ	-0.0035897493362426758	0.1001429557800293	0.9949665665626526
F3	-0.24822819232940674	0.09858906269073486	0.9636716246604919
F7	-0.4928666949272156	0.12811219692230225	0.8606216907501221
FC6	0.4180213212966919	0.056635141372680664	0.906670093536377
FC2	0.13694727420806885	0.05041980743408203	0.9892943501472473
FC1	-0.13371658325195312	0.0488659143447876	0.9898141026496887
FC5	-0.4199957847595215	0.05508136749267578	0.9058529138565063
T8	0.5897886753082275	0.003804326057434082	0.8075486421585083
C4	0.27748429775238037	0.005358219146728516	0.9607152342796326
CZ	0.0016154050827026367	0.0069119930267333984	0.99997478723526
C3	-0.2794587016105652	0.003804326057434082	0.9601501822471619
T7	-0.6021733283996582	-0.000857234001159668	0.7983649373054504
CP6	0.40240609645843506	-0.04436492919921875	0.9143856167793274
CP2	0.13694727420806885	-0.0350419282913208	0.9899583458900452
CP1	-0.1285114288330078	-0.036595702171325684	0.991032600402832
CP5	-0.4043805003166199	-0.050580382347106934	0.9131911396980286
TP10	0.756351113319397	-0.08321118354797363	0.6488519310951233
P8	0.47007203102111816	-0.11273425817489624	0.8753989338874817
P4	0.23584377765655518	-0.0816572904586792	0.9683541655540466
PZ	0.0016154050827026367	-0.07854962348937988	0.9969089031219482
P3	-0.22740799188613892	-0.08321118354797363	0.9702378511428833
P7	-0.45643121004104614	-0.12205737829208374	0.8813470005989075
TP9	-0.7739408016204834	-0.09253424406051636	0.6264607310295105
O2	0.17858779430389404	-0.17488819360733032	0.968256413936615
O1	-0.15974187850952148	-0.17799592018127441	0.970978856086731
